Date,Amount,Description,Bank
17/11/2015,-6.94,"RETAIL PURCHASE-INTERNATIONAL AMAZON SERVICES-1,866-216-1072 1511 USD000000000493",BENDIGO
11/12/2016,-87.5,"RETAIL PURCHASE IAN THORPE AQUATIC, ULTIMO 0912 AUD000000008750",BENDIGO
30/11/2016,-59.98,"RETAIL PURCHASE KATHMANDU PTY LIMITE, SYDNEY 2811 AUD000000005998",BENDIGO
13/11/2016,-4.6,"RETAIL PURCHASE COLES EXPRESS 1698, ULTIMO 1211 AUD000000000460",BENDIGO
10/05/2016,-86.99,"RETAIL PURCHASE HFM BROADWAY, BROADWAY 0805 AUD000000008699",BENDIGO
18/10/2016,-9.0,"RETAIL PURCHASE U BEAN GROUNDED, ULTIMO 1610 AUD000000000900",BENDIGO
1/8/2017,-15.00,Happy as Larry Sydney NS AUS Card xx7113 Value Date: 28/07/2017,CBA
22/08/2017,-183.0,"RETAIL PURCHASE REGGIO LOUNGE PTY,DARLINGHURST 1808 AUD000000018300",BENDIGO
10/05/2017,-3.5,"RETAIL PURCHASE EAT ME ESPRESSO BAR, KINGSFORD 0905 AUD000000000350",BENDIGO
04/01/2017,-46.43,"RETAIL PURCHASE-INTERNATIONAL ALVI DENTAL HOSPITAL, Karachi 0201 PKR000000350000",BENDIGO
27/10/2015,-0.53,INTERNATIONAL TRANSACTION FEE,BENDIGO
28/02/2017,-172.04,"RETAIL PURCHASE COLES 0839, BROADWAY 2602 AUD000000017204",BENDIGO
31/05/2017,-4.0,"RETAIL PURCHASE JONES ST CAFE QPS, ULTIMO 2905 AUD000000000400",BENDIGO
07/10/2016,-7.91,INTERNATIONAL TRANSACTION FEE,BENDIGO
26/03/2017,-7.4,"RETAIL PURCHASE WOLESLEY MGT PTY LTD, ULTIMO 2303 AUD000000000740",BENDIGO
30/12/2015,-45.0,"RETAIL PURCHASE CINEMA PARADISO, ETTALONG BEAC 2812 AUD000000004500",BENDIGO
07/02/2017,-26.81,"RETAIL PURCHASE HFM BROADWAY QPS, BROADWAY 0602 AUD000000002681",BENDIGO
11/05/2016,-47.0,"RETAIL PURCHASE WOOLWORTHS LIQUOR 17,HAYMARKET 1005 AUD000000004700",BENDIGO
23-08-2017,-4.0,CHOCOLAT AT THE QUAY SYDNEY,ANZ
30/06/2017,-4.70,EMSHAW PTY LIMITED SUTHERLAND  AUS Card xx8731 Value Date: 29/06/2017,CBA
14/04/2017,-34.58,"RETAIL PURCHASE CHEMIST WAREHOUSE, RANDWICK 1304 AUD000000003458",BENDIGO
03/04/2016,-65.82,"RETAIL PURCHASE-INTERNATIONAL DNH*MEDIA TEMPLE I,877-5784000 0104 USD000000005000",BENDIGO
13/06/2017,-51.56,"RETAIL PURCHASE THAI KEE IGA, HAYMARKET 1206 AUD000000005156",BENDIGO
24/09/2016,-47.53,"RETAIL PURCHASE COLES 0839, BROADWAY 2309 AUD000000004753",BENDIGO
04/01/2017,-0.62,INTERNATIONAL TRANSACTION FEE,BENDIGO
24/06/2017,-19.89,"RETAIL PURCHASE UBER *TRIP 3YHYC, SYDNEY 2306 AUD000000001989",BENDIGO
24/05/2017,44.0,"RETAIL PURCHASE RETURN MENULOG PTY LTD, SYDNEY 2305 AUD000000004400",BENDIGO
17/06/2017,-25.40,COLES 4789 SUTHERLAND AU AUS Card xx7113 Value Date: 15/06/2017,CBA
18/11/2015,-8.0,"RETAIL PURCHASE PETERSHAM BOWLIN,ERSHAM NSW 1411 AUD000000000800",BENDIGO
30/08/2017,-20.33,COLES 4789 SUTHERLAND AU AUS Card xx7113 Value Date: 26/08/2017,CBA
18/06/2016,-13.97,"RETAIL PURCHASE LEGION CAB SY 131,DARLINGHURST 1706 AUD000000001397",BENDIGO
19/07/2017,-3.00,ROOTY HILL IGA     QPS ROOTY HILL  AUS Card xx8731 Value Date: 18/07/2017,CBA
22/10/2016,-10.5,"RETAIL PURCHASE Exchange Cafe, Randwick 2110 AUD000000001050",BENDIGO
01/11/2016,-11.67,"RETAIL PURCHASE OFFICEWORKS 02091, GLEBE 3010 AUD000000001167",BENDIGO
18/07/2017,-19.04,MR J ASIAN GROCERY SUP MIRANDA  AUS Card xx8731 Value Date: 15/07/2017,CBA
12/03/2017,-52.5,"RETAIL PURCHASE KMART 1155, BROADWAY 1103 AUD000000005250",BENDIGO
29/04/2016,-72.0,"RETAIL PURCHASE GLEBE FAMILY MEDICAL, GLEBE 2704 AUD000000007200",BENDIGO
10/09/2016,-8.0,"RETAIL PURCHASE COLES EXPRESS 1698, ULTIMO 0909 AUD000000000800",BENDIGO
01/07/2017,-51.5,"RETAIL PURCHASE EMIRATES LEISURE RETAI, MASCOT 2806 AUD000000005150",BENDIGO
04/12/2015,-445.0,"RETAIL PURCHASE DALFIN PTY LTD, DWICK NSW 0212 AUD000000044500",BENDIGO
19/03/2017,-2.59,"RETAIL PURCHASE-INTERNATIONAL GOOGLE *BScotchS,g.co/payhelp# 1803 AUD000000000259",BENDIGO
15/09/2017,-54.64,"RETAIL PURCHASE COLES 0839, BROADWAY 1409 AUD000000005464",BENDIGO
19/01/2016,-7.0,"RETAIL PURCHASE PUB LIFE KITCHEN, ULTIMO 1701 AUD000000000700",BENDIGO
19/08/2017,-10.0,"RETAIL PURCHASE LAILLTIMO CAFE N PIZZA, ULTIMO 1608 AUD000000001000",BENDIGO
18/10/2015,1550.0,E-BANKING TRANSFER 0093941224 00247011611301,BENDIGO
15/10/2015,-0.59,INTERNATIONAL TRANSACTION FEE,BENDIGO
8/8/2017,-12.03,UBER   *TRIP XLFJH SYDNEY NS AUS Card xx8731 Value Date: 04/08/2017,CBA
09/05/2017,-18.4,"RETAIL PURCHASE ROLLD MET CENTRE, SYDNEY 0805 AUD000000001840",BENDIGO
25/07/2017,-11.95,PIZZA HUT SUTHERLAND SUTHERLAND NS AUS Card xx7113 Value Date: 19/07/2017,CBA
14/09/2016,-112.56,"RETAIL PURCHASE BUNNINGS 370000, ALEXANDRIA 1209 AUD000000011256",BENDIGO
29/06/2016,-35.32,"RETAIL PURCHASE ALDI 064, DRUMMOYNE 2506 AUD000000003532",BENDIGO
9/6/2017,-271.61,Direct Debit 401938 ORIGIN ELEC 079703756765,CBA
8/9/2017,-4.00,BEANS AND BALLS SYDNEY NS AUS Card xx7113 Value Date: 06/09/2017,CBA
30/11/2016,-14.72,"RETAIL PURCHASE-INTERNATIONAL Amazon Services-K,866-321-8851 2911 USD000000001098",BENDIGO
25/07/2017,-11.17,UBER   *TRIP FZDPX SYDNEY NS AUS Card xx8731 Value Date: 21/07/2017,CBA
03/12/2015,-68.79,"RETAIL PURCHASE-INTERNATIONAL DNH*MEDIA TEMPLE I,877-5784000 0112 USD000000005000",BENDIGO
24/07/2016,-15.5,"RETAIL PURCHASE COMPASSTARONGA ZOO, MOSMAN 2107 AUD000000001550",BENDIGO
23/03/2016,-35.97,"RETAIL PURCHASE AIRPORT AIRSIDE ,COT NSW 1903 AUD000000003597",BENDIGO
31/12/2015,-66.5,"RETAIL PURCHASE X74 PTY LTD, GEE NSW 2412 AUD000000006650",BENDIGO
12/05/2016,-259.0,"RETAIL PURCHASE PAYPAL *THINKNOTEBO,4029357733 1005 AUD000000025900",BENDIGO
28/02/2016,-11.56,"RETAIL PURCHASE UBER AUSTRALIA P,SAN FRANCISCO 2602 AUD000000001156",BENDIGO
08/04/2017,-14.99,"RETAIL PURCHASE AMAZON AUST SERVICES,MELBOURNE 0604 AUD000000001499",BENDIGO
26/10/2016,-35.29,"RETAIL PURCHASE AGL RETAIL ENERGY,NORTH SYDNEY 2410 AUD000000003529",BENDIGO
18-09-2017,-3.0,WESTFIELD BURWOOD BURWOOD,ANZ
14/10/2017,-7.1,"RETAIL PURCHASE MCDONALDS DARLING QTR, SYDNEY 1110 AUD000000000710",BENDIGO
21/06/2017,-1.0,"RETAIL PURCHASE RANDWICK COUNCIL, RANDWICK 2006 AUD000000000100",BENDIGO
26/02/2017,-2.0,"RETAIL PURCHASE HJ CIRCULAR QUAY,CIRCULAR QUAY 2302 AUD000000000200",BENDIGO
22/10/2015,-8.26,"RETAIL PURCHASE-INTERNATIONAL GOOGLE *AgileBi1,GOOGLE.COM/CH 2010 USD000000000599",BENDIGO
19/08/2017,-7.50,X-OPORTO SYDNEY CENQPS SYDNEY  AUS Card xx7113 Value Date: 18/08/2017,CBA
18-09-2017,-2.5,CHOCOLAT AT THE QUAY SYDNEY,ANZ
28/02/2016,-184.95,"RETAIL PURCHASE QTIX - INTERNET ,SOUTH BRISBAN 2602 AUD000000018495",BENDIGO
13/09/2017,-0.19,INTERNATIONAL TRANSACTION FEE,BENDIGO
23/02/2017,-4.52,"RETAIL PURCHASE-INTERNATIONAL Amazon Services-K,866-321-8851 2102 USD000000000346",BENDIGO
27/02/2016,-2.78,"RETAIL PURCHASE-INTERNATIONAL Amazon Services-K,866-321-8851 2602 USD000000000199",BENDIGO
09/09/2016,-14.8,"RETAIL PURCHASE WOLESLEY MGT PTY,IMO NSW 0609 AUD000000001480",BENDIGO
16/01/2016,2500.0,E-BANKING TRANSFER 0098084837 00247011611301,BENDIGO
07/02/2017,-40.0,"RETAIL PURCHASE TRANSPORT FOR NSW-,CHIPPENDALE 0402 AUD000000004000",BENDIGO
14/01/2017,-32.98,"RETAIL PURCHASE IKEA TEMPE1, TEMPE 1301 AUD000000003298",BENDIGO
18/10/2016,-53.95,"RETAIL PURCHASE INNER CITY CYCLES, GLEBE 1510 AUD000000005395",BENDIGO
14-09-2017,-40.0,TRANSPORT FOR NSW-OPAL CHIPPENDALE,ANZ
30/08/2016,-3.88,"RETAIL PURCHASE-INTERNATIONAL Audible US, 888-283-5051 2908 USD000000000295",BENDIGO
07/11/2015,-11.0,"RETAIL PURCHASE YUMMBA, KENSINGTON 0511 AUD000000001100",BENDIGO
06/02/2016,-4.18,"RETAIL PURCHASE-INTERNATIONAL Amazon Services-K,866-321-8851 0402 USD000000000299",BENDIGO
20/05/2016,-24.46,"RETAIL PURCHASE CHEMIST WAREHOUSE, RANDWICK 1905 AUD000000002446",BENDIGO
17/11/2015,-43.0,"RETAIL PURCHASE MGM SPICES, SURRY HILLS 1511 AUD000000004300",BENDIGO
8/8/2017,-4.00,HOK LAI PTY LTD    QPS HAYMARKET  AUS Card xx8731 Value Date: 07/08/2017,CBA
30/06/2017,-15.00,COLES 4789 SUTHERLAND AU AUS Card xx8731 Value Date: 28/06/2017,CBA
30/04/2016,-12.5,"RETAIL PURCHASE QUARRY ST CAFE, ULTIMO 2904 AUD000000001250",BENDIGO
15/07/2016,-22.95,"RETAIL PURCHASE PAYPAL *SOUNDCORP, 4029357733 1307 AUD000000002295",BENDIGO
8/9/2017,-4.50,LONGO GROUP PTY LTD GYMEA  AUS Card xx8731 Value Date: 07/09/2017,CBA
13/02/2016,-31.0,"RETAIL PURCHASE WOLESLEY MGT PTY,IMO NSW 1102 AUD000000003100",BENDIGO
25/11/2015,-10.5,"RETAIL PURCHASE GASTRONOMY AUSTRALIA, RANDWICK 2411 AUD000000001050",BENDIGO
19/08/2016,-55.0,"RETAIL PURCHASE WOOLWORTHS LIQUOR 17,HAYMARKET 1808 AUD000000005500",BENDIGO
19/07/2016,-40.0,"RETAIL PURCHASE NEWSLINK PTY LIMITED, SYDNEY 1607 AUD000000004000",BENDIGO
27/06/2017,-36.65,"RETAIL PURCHASE WOOLWORTHS 1631, RANDWICK 2606 AUD000000003665",BENDIGO
29-08-2017,-10.0,PATEL CONVENIENCE ST ASHFIELD,ANZ
16/08/2016,-22.0,"RETAIL PURCHASE MENULOG PTY LTD, SYDNEY 1308 AUD000000002200",BENDIGO
17/03/2016,-86.79,"RETAIL PURCHASE ETAIL VENTURES, BROOKVALE 1503 AUD000000008679",BENDIGO
17/02/2016,-0.5,INTERNATIONAL TRANSACTION FEE,BENDIGO
19/03/2016,-17.0,"RETAIL PURCHASE QUARRY ST CAFE, ULTIMO 1803 AUD000000001700",BENDIGO
05/07/2016,-16.5,"RETAIL PURCHASE JONES ST CAFE QPS, ULTIMO 0207 AUD000000001650",BENDIGO
16/03/2017,-0.2,"RETAIL PURCHASE-INTERNATIONAL GOOGLE *Meditat1,g.co/payhelp# 1403 AUD000000000020",BENDIGO
03/08/2016,-16.5,"RETAIL PURCHASE PAYPAL *ATHORP, 4029357733 0108 AUD000000001650",BENDIGO
10/05/2017,-139.8,"RETAIL PURCHASE UNIQLO, SYDNEY 0805 AUD000000013980",BENDIGO
28-08-2017,-4.95,HJ CIRCULAR QUAY CIRCULAR QUAY,ANZ
29/06/2016,39.99,"RETAIL PURCHASE RETURN GOOGLE *Google 1,g.co/payhelp# 2706 AUD000000003999",BENDIGO
02/12/2016,-165.14,"RETAIL PURCHASE-INTERNATIONAL DUBAI DUTY FREE, DUBAI 3011 AUD000000016514",BENDIGO
07/04/2017,-58.95,"RETAIL PURCHASE Kidstuff - Randwick, Randwick 0604 AUD000000005895",BENDIGO
30/08/2017,-21.50,COLES 4789 SUTHERLAND AU AUS Card xx7113 Value Date: 27/08/2017,CBA
11/07/2017,-0.27,INTERNATIONAL TRANSACTION FEE,BENDIGO
20/01/2017,60.0,CREDIT TRANSFER 0116813747 00247011616601,BENDIGO
24/02/2017,-3.8,"RETAIL PURCHASE LUNEBURGER CENTRAL, SYDNEY 2302 AUD000000000380",BENDIGO
23/12/2016,-2.53,INTERNATIONAL TRANSACTION FEE,BENDIGO
15/06/2017,-24.48,OFFICEWORKS 0251 SYDNEY AU AUS Card xx7113 Value Date: 13/06/2017,CBA
17/05/2017,-108.92,"RETAIL PURCHASE HFM BROADWAY, BROADWAY 1505 AUD000000010892",BENDIGO
19/04/2016,-2.59,"RETAIL PURCHASE-INTERNATIONAL GOOGLE *Google S,g.co/payhelp# 1804 USD000000000199",BENDIGO
20/10/2015,-42.73,"RETAIL PURCHASE AMAYSIM AUST PTY LTD, SYDNEY 1810 AUD000000004273",BENDIGO
29/06/2017,-32.28,"RETAIL PURCHASE Heinemann Duty Free, Mascot 2806 AUD000000003228",BENDIGO
03/09/2016,-67.24,"RETAIL PURCHASE THE ACTIVE NETWORK,SURRY HILLS 0109 AUD000000006724",BENDIGO
28/02/2017,-11.08,"RETAIL PURCHASE COLES 08051, REDFERN 2702 AUD000000001108",BENDIGO
23/06/2017,-75.0,"RETAIL PURCHASE GLEBE FAMILY MEDICAL, GLEBE 2106 AUD000000007500",BENDIGO
05/11/2015,-999.0,"RETAIL PURCHASE-INTERNATIONAL GOOGLE *Google P,GOOGLE.COM/CH 0411 AUD000000099900",BENDIGO
05/09/2017,-8.0,"RETAIL PURCHASE COOGEE BITE, COOGEE 0309 AUD000000000800",BENDIGO
20/12/2016,-0.08,INTERNATIONAL TRANSACTION FEE,BENDIGO
01/04/2017,-16.95,"RETAIL PURCHASE SMIGGLE S34, BROADWAY 3103 AUD000000001695",BENDIGO
13/08/2017,-16.49,"RETAIL PURCHASE COLES EXPRESS 1698, ULTIMO 1108 AUD000000001649",BENDIGO
7/7/2017,-3.30,GPBM PTY LTD SYDNEY NS AUS Card xx7113 Value Date: 05/07/2017,CBA
19/01/2017,-226.8,"RETAIL PURCHASE HAWKESBURY CITY COUN, WINDSOR 1801 AUD000000022680",BENDIGO
31/08/2017,-4.50,CAFE 2232 SUTHERLAND NS AUS Card xx7113 Value Date: 27/08/2017,CBA
30/07/2017,-20.0,"RETAIL PURCHASE THE SOCIETY OF JES,CHIPPENDALE 2707 AUD000000002000",BENDIGO
30/08/2017,-4.20,JOE AND THE JUICE SY SYDNEY NS AUS Card xx7113 Value Date: 28/08/2017,CBA
29/11/2016,-12.0,"RETAIL PURCHASE QUARRY ST CAFE, ULTIMO 2811 AUD000000001200",BENDIGO
10/05/2017,-9.0,"RETAIL PURCHASE UNICAFE, KENSINGTON 0805 AUD000000000900",BENDIGO
30/08/2016,-0.08,INTERNATIONAL TRANSACTION FEE,BENDIGO
27/10/2016,-21.29,"RETAIL PURCHASE BUNNINGS 370000 QPS,ALEXANDRIA 2510 AUD000000002129",BENDIGO
6/9/2017,-4.00,DELISSE SYDNEY NS AUS Card xx7113 Value Date: 04/09/2017,CBA
05/10/2017,-50.27,"RETAIL PURCHASE HARRIS FARM MARKETS, RANDWICK 0310 AUD000000005027",BENDIGO
22/01/2017,-6.4,"RETAIL PURCHASE TONGLI SUPERMARKET Q,HAYMARKET 2001 AUD000000000640",BENDIGO
15/12/2015,-2.77,"RETAIL PURCHASE-INTERNATIONAL GOOGLE *Google S,GOOGLE.COM/CH 1312 USD000000000199",BENDIGO
11/7/2017,-8.00,EMSHAW PTY LIMITED SUTHERLAND  AUS Card xx8731 Value Date: 08/07/2017,CBA
27/04/2016,-0.47,INTERNATIONAL TRANSACTION FEE,BENDIGO
01-09-2017,-291.6,THE MUGLAN SYDNEY,ANZ
15/10/2015,-47.54,"RETAIL PURCHASE-INTERNATIONAL SPEED PVT LTD, Karachi 1210 PKR000000360000",BENDIGO
18/07/2017,-8.50,SQ *BROTHER FOX ESPRES Sutherland NS AUS Card xx7113 Value Date: 15/07/2017,CBA
22/09/2017,-79.99,"Direct Debit 119218 VODAFONE T3,D11E5,1E",CBA
29/01/2017,-9.75,"RETAIL PURCHASE MCDONALDS DARLING QTR, SYDNEY 2601 AUD000000000975",BENDIGO
19/09/2017,-8.00,FRANK AND BLANCO PL SUTHERLAND  AUS Card xx7113 Value Date: 17/09/2017,CBA
24/01/2017,-104.0,"RETAIL PURCHASE KMART 1155, BROADWAY 2201 AUD000000010400",BENDIGO
6/6/2017,-13.48,HJ VICTORY PTY LTD QPS SYLVANIA  AUS Card xx8731 Value Date: 05/06/2017,CBA
30/11/2016,-114.1,"RETAIL PURCHASE HAIGH RETAIL PTY LTD, SYDNEY 2811 AUD000000011410",BENDIGO
12/01/2016,-29.99,"RETAIL PURCHASE REBEL BROADWAY, BROADWAY 1001 AUD000000002999",BENDIGO
29/06/2017,-12.3,"RETAIL PURCHASE KENNARDS SELF STORAGE, ULTIMO 2706 AUD000000001230",BENDIGO
16/12/2015,-18.0,"RETAIL PURCHASE ROYAL HOTEL LNGE BAR, RANDWICK 1412 AUD000000001800",BENDIGO
25/11/2015,-3.69,"RETAIL PURCHASE-INTERNATIONAL GOOGLE *Ninja Ki,GOOGLE.COM/CH 2311 AUD000000000369",BENDIGO
29/07/2016,-7.55,"RETAIL PURCHASE KMART 1155, BROADWAY 2807 AUD000000000755",BENDIGO
27/02/2016,-78.89,"RETAIL PURCHASE ALDI 066, BROADWAY 2502 AUD000000007889",BENDIGO
18/03/2016,15.0,"RETAIL PURCHASE RETURN JACKIE COLE CHEMIST, RANDWICK 1703 AUD000000001500",BENDIGO
01/12/2015,-59.99,"RETAIL PURCHASE TPG INTERNET PTY LT,NORTH RYDE 2911 AUD000000005999",BENDIGO
13/06/2017,-9.0,"RETAIL PURCHASE COLES 0839, BROADWAY 1106 AUD000000000900",BENDIGO
24/10/2015,-13.6,"RETAIL PURCHASE WOLESLEY MGT PTY LTD, ULTIMO 2110 AUD000000001360",BENDIGO
22/08/2017,-27.8,"RETAIL PURCHASE LAILLTIMO CAFE N PIZZA, ULTIMO 1808 AUD000000002780",BENDIGO
12/04/2016,-0.96,INTERNATIONAL TRANSACTION FEE,BENDIGO
13/03/2016,-44.97,"RETAIL PURCHASE PINEAPPLE CELLAR,KANGAROO POIN 1003 AUD000000004497",BENDIGO
17/02/2016,-6.9,"RETAIL PURCHASE MCDONALDS DARLING QTR, SYDNEY 1402 AUD000000000690",BENDIGO
03/06/2017,-14.25,"RETAIL PURCHASE Woolworths, SYDNEY 3105 AUD000000001425",BENDIGO
17/10/2017,-68.0,"RETAIL PURCHASE PUB LIFE KITCHEN, ULTIMO 1310 AUD000000006800",BENDIGO
30/10/2015,-7.01,"RETAIL PURCHASE-INTERNATIONAL GOOGLE *2APPSTU1,GOOGLE.COM/CH 2810 USD000000000499",BENDIGO
29/01/2017,-220.03,"RETAIL PURCHASE-INTERNATIONAL B&H PHOTO, 800-602,800-2215743 2701 USD000000016550",BENDIGO
24/11/2015,-22.8,"RETAIL PURCHASE OLIVER BROWN HAYMARK,HAYMARKET 2211 AUD000000002280",BENDIGO
02/10/2017,2800.0,CREDIT TRANSFER 0131855575 00247011616601,BENDIGO
19/03/2016,-7.3,"RETAIL PURCHASE COLES, BROADWAY 1803 AUD000000000730",BENDIGO
14/04/2016,-7.87,"RETAIL PURCHASE-INTERNATIONAL Amazon Services-K,866-321-8851 1204 USD000000000599",BENDIGO
08/10/2016,-409.33,WITHDRAWAL-INTERNATIONAL ATM CENTRAL PHUKET FL.1 PHUKET 0810 AUD000000040153,BENDIGO
15/07/2017,-13.00,COLES 4789 SUTHERLAND AU AUS Card xx8731 Value Date: 12/07/2017,CBA
16/11/2016,-92.61,"RETAIL PURCHASE POWERSHOP AUSTRALIA, MELBOURNE 1111 AUD000000009261",BENDIGO
04/09/2017,1300.0,CREDIT TRANSFER 0130134523 00247011616601,BENDIGO
2/9/2017,-9.00,CAFE 2232 SUTHERLAND NS AUS Card xx7113 Value Date: 30/08/2017,CBA
25/03/2016,-39.85,"RETAIL PURCHASE-INTERNATIONAL FLYINGMEATI, 4252102567 2303 USD000000002999",BENDIGO
13/05/2016,-37.0,"RETAIL PURCHASE TARGET 286, BROADWAY 1205 AUD000000003700",BENDIGO
30/08/2016,-5.19,"RETAIL PURCHASE-INTERNATIONAL Audible US, 888-283-5051 2708 USD000000000395",BENDIGO
25/05/2016,-10.3,"RETAIL PURCHASE IAN THORPE AC, ULTIMO 2005 AUD000000001030",BENDIGO
28/02/2017,-19.88,"RETAIL PURCHASE PYRMONT SUPA IGA, PYRMONT 2502 AUD000000001988",BENDIGO
03/12/2016,-18.2,"RETAIL PURCHASE MCDONALDS INT AIR II, MASCOT 3011 AUD000000001820",BENDIGO
25-09-2017,-12.0,ADRIANO ZUMBO PATISS SYDNEY,ANZ
02/11/2016,-5.25,"RETAIL PURCHASE-INTERNATIONAL AMAZON SERVICES-1,866-216-1072 0111 USD000000000399",BENDIGO
09/08/2016,-40.0,"RETAIL PURCHASE TRANSPORT FOR NSW-,CHIPPENDALE 0508 AUD000000004000",BENDIGO
15/01/2016,-0.09,INTERNATIONAL TRANSACTION FEE,BENDIGO
15/10/2015,-19.75,"RETAIL PURCHASE-INTERNATIONAL SEFAM PVT LTD, Karachi 1210 PKR000000149500",BENDIGO
06/05/2017,-50.0,"RETAIL PURCHASE BREVILLE PTY LTD, ULTIMO 0505 AUD000000005000",BENDIGO
15/12/2015,-73.22,"RETAIL PURCHASE KILLCARE GEN STORE, KILLCARE 1212 AUD000000007322",BENDIGO
20/06/2017,-6.0,"RETAIL PURCHASE RANDWICK COUNCIL, RANDWICK 1806 AUD000000000600",BENDIGO
22/10/2016,-9.0,"RETAIL PURCHASE UNIVERSITY OF NSW, KENSINGTON 2110 AUD000000000900",BENDIGO
18-09-2017,-32.0,KABUL TASTE PTY LTD AUBURN,ANZ
15/08/2017,-21.5,"RETAIL PURCHASE LORD OF THE FRIES, HAYMARKET 1308 AUD000000002150",BENDIGO
01/06/2017,-59.99,"RETAIL PURCHASE TPG Internet PTY LT,North Ryde 3105 AUD000000005999",BENDIGO
25/03/2017,-37.0,"RETAIL PURCHASE BOOKTOPIA PTY LTD, LIDCOMBE 2303 AUD000000003700",BENDIGO
01/08/2017,-59.99,"RETAIL PURCHASE TPG Internet PTY LT,North Ryde 3107 AUD000000005999",BENDIGO
11/09/2016,-18.0,"RETAIL PURCHASE COLES 08051, REDFERN 1009 AUD000000001800",BENDIGO
29/09/2016,-5.0,INTERNATIONAL ATM WDL FEE,BENDIGO
27/09/2016,-0.26,INTERNATIONAL TRANSACTION FEE,BENDIGO
28/07/2017,-16.6,"RETAIL PURCHASE WOLESLEY MGT PTY LTD, ULTIMO 2507 AUD000000001660",BENDIGO
10/11/2016,-217.06,"RETAIL PURCHASE-INTERNATIONAL AMAZON MKTPLACE PMT,AMAZON.COM 0911 AUD000000021706",BENDIGO
3/6/2017,-200.00,Wdl ATM CBA ATM  SUTHERLAND     NSW 225901   AUS,CBA
18-09-2017,-13.5,MEDUSA GREEK MEZE SYDNEY,ANZ
09/03/2016,-13.25,"RETAIL PURCHASE MCDONALDS DARLING QTR, SYDNEY 0603 AUD000000001325",BENDIGO
21/08/2016,-87.5,"RETAIL PURCHASE YMCA ITAC, PARRAMATTA 1908 AUD000000008750",BENDIGO
08-09-2017,-6.1,HJ CIRCULAR QUAY CIRCULAR QUAY,ANZ
08/09/2017,-90.56,"RETAIL PURCHASE COLES 0839, BROADWAY 0709 AUD000000009056",BENDIGO
14/06/2016,-11.9,"RETAIL PURCHASE-INTERNATIONAL Amazon Services-K,866-321-8851 1106 USD000000000879",BENDIGO
07/04/2016,-50.0,"RETAIL PURCHASE CLEAN EXPRESS LA,IMO NSW 0504 AUD000000005000",BENDIGO
06-09-2017,-64.45,PANTANOS BAR & GRILL BATHURST,ANZ
13/04/2016,-39.15,"RETAIL PURCHASE ALDI 066, BROADWAY 1104 AUD000000003915",BENDIGO
1/6/2017,-12.50,ST GEORGE GROCERIES PENSHURST NS AUS Card xx7113 Value Date: 28/05/2017,CBA
21/04/2017,-18.99,"RETAIL PURCHASE Chemistworks Broadway,Broadway 2004 AUD000000001899",BENDIGO
20/06/2017,-24.98,"RETAIL PURCHASE SAI GLOBAL PROPERTY D, SYDNEY 1706 AUD000000002498",BENDIGO
15/10/2016,-31.0,"RETAIL PURCHASE MENULOG PTY LTD, SYDNEY 1410 AUD000000003100",BENDIGO
19/03/2017,-7.4,"RETAIL PURCHASE WOLESLEY MGT PTY LTD, ULTIMO 1603 AUD000000000740",BENDIGO
18-09-2017,-5.8,HJ CIRCULAR QUAY CIRCULAR QUAY,ANZ
04/04/2017,-249.99,"RETAIL PURCHASE IKEA TEMPE1, TEMPE 0204 AUD000000024999",BENDIGO
01/07/2017,-4.0,"RETAIL PURCHASE EASY CART, MASCOT 3006 AUD000000000400",BENDIGO
11/03/2017,-22.0,"RETAIL PURCHASE Soul Burger - Glebe, Glebe 1003 AUD000000002200",BENDIGO
3/7/2017,"2,500.00",CASH DEPOSIT CBA ATM  MARKET CITY C  NSW 299303   AUS,CBA
11/02/2017,-17.5,"RETAIL PURCHASE TARGET 5286, GLEBE 1002 AUD000000001750",BENDIGO
27/09/2017,-14.1,"RETAIL PURCHASE WOLESLEY MGT PTY LTD, ULTIMO 2209 AUD000000001410",BENDIGO
06/01/2017,-11.0,"RETAIL PURCHASE UNIVERSITY OF NSW, KENSINGTON 0501 AUD000000001100",BENDIGO
29/12/2016,410.0,E-BANKING TRANSFER 0115685554 00247011611301,BENDIGO
1/9/2017,-4.50,LONGO GROUP PTY LTD GYMEA  AUS Card xx8731 Value Date: 31/08/2017,CBA
13/04/2017,-28.26,"RETAIL PURCHASE UBER AU APR12 C7NTU, SYDNEY 1204 AUD000000002826",BENDIGO
26/09/2017,-485.00,Transfer to other Bank NetBank Rent President Ave,CBA
1/8/2017,-6.50,DELISSE SYDNEY NS AUS Card xx7113 Value Date: 28/07/2017,CBA
21/04/2016,-40.0,"RETAIL PURCHASE TRANSPORT FOR NSW-,CHIPPENDALE 1804 AUD000000004000",BENDIGO
20/11/2016,-20.32,"RETAIL PURCHASE-INTERNATIONAL Audible, adbl.co/bill 1811 USD000000001498",BENDIGO
01/09/2017,-10.0,"RETAIL PURCHASE LAILLTIMO CAFE N PIZZA, ULTIMO 2908 AUD000000001000",BENDIGO
25/07/2017,-3.50,AMAZONICA PTY LIMITE GYMEA  AUS Card xx8731 Value Date: 22/07/2017,CBA
31/08/2017,-20.50,CAFE 2232 SUTHERLAND NS AUS Card xx7113 Value Date: 26/08/2017,CBA
